name,ring,quadrant,isNew,description
Application Platform Sustainability,trial,techniques,TRUE,"<p>This category evaluates the environmental impact of application platforms. It examines which platforms are more energy efficient and how to make more sustainable choices. Additionally, the impact of cross-platform data transfer on energy use is also considered.</p>"
Data and Storage Design Sustainability,trial,techniques,TRUE,"<p>This category examines the environmental impact of data management and storage strategies. How data is stored, managed and accessed is an important factor in energy efficiency and resource use. This section discusses the sustainability of data storage methods and optimizing data management strategies.</p>"
Network Design Sustainability,trial,techniques,TRUE,"<p>This category evaluates the environmental impact of the network design. How the network infrastructure is set up and managed is an important factor in energy efficiency. This section covers topics such as network traffic management, data transfer optimization and network security.</p>"
Security Design Sustainability,trial,techniques,TRUE,"<p>This category evaluates the environmental impact of security measures. Energy consumption and resource use that occur during the implementation and management of security strategies are taken into account. In this section, sustainability of security policies and energy efficient security solutions are discussed.</p>"
Testing and Operational Procedures Sustainability,trial,techniques,TRUE,<p>This category evaluates the environmental impact of testing and operational procedures. How testing processes and operational methods can be optimized is examined. This section addresses the energy efficiency of testing processes and the environmental sustainability of operational procedures.</p>
Amazon Web Services,trial,platforms,TRUE,"<p>Amazon Web Services (AWS) is a comprehensive and extensively used cloud platform developed by Amazon. It provides more than 200 feature-rich services from data centers all around the world. In order to address a broad range of use cases, including computing, storage, databases, machine learning, data analytics, networking, mobile, developer tools, management tools, IoT, security, and enterprise applications, AWS offers a combination of Infrastructure as a Service (IaaS), Platform as a Service (PaaS), and Software as a Service (SaaS) solutions.</p>"
AWS App Runner,trial,platforms,TRUE,"<p>AWS App Runner is a fully managed container application service that enables you to create, deploy, and execute containerized web apps and API services without any prior infrastructure or container knowledge.</p>"
Google Cloud Platform,assess,platforms,TRUE,"<p>Google Cloud Platform (GCP) is a set of cloud computing services developed by Google. It provides a number of services, including as networking, data analytics, computing, storage, and machine learning.</p>"
Cloud Development Environments,assess,techniques,TRUE,"<p>Cloud Development Environments (CDEs) are platforms that allow software developers to write, test, and deploy code directly within a web browser, leveraging cloud-based infrastructure.</p>"
GenAI,adopt,techniques,TRUE,"<p>Generative artificial intelligence (generative AI, GenAI, or GAI) is artificial intelligence that can generate text, pictures, videos, or other data using generative models, frequently in response to prompts.�After gaining an understanding of the structure and patterns in the training data they receive, generative AI models produce new data with those same features.</p>"
OpenAI API,adopt,techniques,TRUE,"<p>The OpenAI API is a cloud-based service offered by OpenAI that enables developers to incorporate advanced�artificial intelligence (AI) capabilities into their applications. The <a href=""https://platform.openai.com/docs/introduction/"">OpenAI API</a> can be applied to virtually any task. This provides a selection of models with various features and cost ranges, along with the option to fine-tune customized models.</p>"
ChatGPT,adopt,tools,TRUE,"<p>ChatGPT is a chatbot and virtual assistant created by OpenAI and released on November 30, 2022. It allows users to fine-tune and steer a discussion toward a particular length, structure, style, level of information, and language based on large language models (LLMs). At every point of the interaction, the user's prompts�and responses are taken into account as context.</p>"
Microsoft Copilot,adopt,tools,TRUE,"<p>Microsoft Microsoft created the chatbot Copilot, which was�released on February 7, 2023. It�is a conversational chat interface that enables you to input text prompts for pictures to be created, send emails and summaries, and search for particular information.</p>"
GitHub Copilot,adopt,tools,TRUE,"<p><a href=""https://docs.github.com/en/copilot/about-github-copilot/"">GitHub Copilot</a>, an AI coding helper,�can create code more quickly and efficiently while concentrating more of your efforts on teamwork and problem-solving. As you type, Copilot provides coding suggestions: occasionally it suggests finishing the current line, other times it suggests starting a new block of code. You have the option to accept a recommendation in full or in part�or to reject it and continue typing.</p>"
Azure OpenAI Service,adopt,platforms,TRUE,"<p>Azure OpenAI Service is a fully managed service that enables developers to seamlessly incorporate OpenAI models into their applications. Developers may quickly and simply access a variety of AI models, such as those for computer vision, natural language processing, and other areas, with Azure OpenAI Service.</p>"
Semantic Kernel,adopt,language-and-frameworks,TRUE,"<p>Semantic Kernel is an open-source SDK that allows you to simply create agents that can call existing programs. Semantic Kernel is an extremely extendable SDK that works with models from Hugging Face, Azure OpenAI, OpenAI, and other sources.</p>"
Amazon Q,trial,tools,TRUE,"<p>Amazon Q creates code, tests it, and debugs it. It also offers multistep planning and reasoning skills that can modify and implement new code developed by developers.</p>"
Amazon QuickSight,trial,tools,TRUE,"<p><a href=""https://aws.amazon.com/quicksight/?amazon-quicksight-whats-new.sort-by=item.additionalFields.postDateTime&amazon-quicksight-whats-new.sort-order=desc"">Amazon QuickSight</a> provides hyperscale, unified business intelligence (BI) to data-driven enterprises. With QuickSight, customers may satisfy different analytical requirements from the same source of truth by utilizing embedded analytics, paginated reports, contemporary interactive dashboards, and natural language queries. </p>"
AI-Augmented Development,adopt,techniques,TRUE,"<p>The term ""AI-augmented development"" describes the application of AI to improve and accelerate the software development process. In order to help with activities like code development, bug identification, testing, project management, and documentation, AI tools and approaches can be used.</p>"
Self-supervised learning,assess,techniques,TRUE,<p>Self-supervised learning is a machine learning approach where tasks that typically need supervised learning are completed by unsupervised learning.</p>
LangChain,assess,language-and-frameworks,TRUE,<p>An open source orchestration framework called LangChain is used to create applications that use large language models (LLMs).</p>
Google Gemini,assess,tools,TRUE,"<p>Gemini provides you with direct access to Google AI. Get support with learning, planning, writing, and other tasks.</p>"
Responsible AI,assess,techniques,TRUE,"<p>A collection of guidelines known as ""responsible artificial intelligence"" (AI) helps to establish confidence in AI solutions that have the ability to empower businesses and their stakeholders. These guidelines aid with AI design, development, deployment, and usage.</p>"
AI and ML in threat detection,assess,techniques,TRUE,"<p>In order to improve the precision and effectiveness of threat detection systems, <b>artificial intelligence (AI) and machine learning (ML) in threat detection</b> use sophisticated algorithms to analyze data, spot trends, identify abnormalities, and forecast possible security risks or cyberattacks.</p>"
LLM-backed ChatOps,assess,techniques,TRUE,"<p>Large language models are being applied in a new way called <b>LLM-backed ChatOps</b>, which enables engineers to develop, implement, and manage software using natural language on chat platforms like Slack.</p>"
